Var1,Freq
Sabota Lark ssp naevia,2
Sheep ked,2
Sibylline Alpine Bush-cricket,2
Singlesorus spleenwort,2
Small Meadow-rue,2
Southern Yellow-billed Hornbill ssp elegans,2
Spangled Drongo ssp atrabectus,2
Spectacled Monarch ssp albiventris,2
Spike trisetum,2
Spotted Lady Beetle,2
Spotted Nutcracker ssp japonica,2
Spurred broom moss,2
Stripe-throated Hermit ssp subrufescens,2
Stump-tailed Gecko,2
Threeflower ticktrefoil,2
Tree fern,2
Trefoil Horseshoe Bat,2
Upright spotted spurge,2
Vagabond Butterflyfish,2
Weebill ssp brevirostris,2
Yellow-legged Flyrobin ssp kempi,2
Yellow-throated Greenbul,2
Yellowwood,2
Apricot,2
Bitter tube lichen,2
Bitter Vetch,2
Blue Eared Pheasant,2
Broom midget,2
Buff-barred Warbler ssp pulcher,2
Buzzing Flowerpecker,2
Chukar Partridge ssp kleini,2
Clear-winged Demoiselle,2
Clustered Broom,2
Dancona's Marbled Bush-cricket,2
East European Vole,2
Eastern Prickly Pear,2
Eurasian Sunflower Moth,2
Fiji Whistler,2
Great Spotted Woodpecker ssp candidus,2
House Crow ssp insolens,2
Hybrid Lazuli Bunting x Indigo Bunting,2
Lesser Banded Hornet,2
Little Rock Thrush ssp rufocinereus,2
Mantis unknown,2
Mossy Sandwort,2
Mount Etna Broom,2
Narrow-bordered Five-spot Burnet,2
Narrow-leaved Asparagus,2
Parrot unknown,2
Philippine Green Pigeon,2
Pine Grosbeak ssp sakhalinensis,2
Red-bellied Parrot ssp rufiventris,2
Salt-marsh Goldenrod,2
Satin Swiftlet ssp uropygialis,2
Scale-crested Pygmy Tyrant,2
Shore clingfish,2
Siberian larch,2
Simon's Desert Racer,2
Sulphur-breasted Myzomela,2
Toothless grimmia,2
Village Indigobird ssp amauropteryx,2
Wandering Midget,2
White-throated Dipper ssp przewalskii,2
Yellow-bellied Prinia ssp sonitans,2
Yellow-throated Bunting ssp elegans,2
African Spurred Tortoise,2
Amazilia Hummingbird ssp leucophoea,2
American Kestrel ssp paulus,2
Armitage's Cylindrical Skink,2
Azure-winged Magpie ssp cyanus,2
Bachman's Sparrow ssp aestivalis,2
Bar-throated Minla ssp strigula,2
Beautiful Sibia ssp nigroaurita,2
Black-headed Greenfinch ssp ambigua,2
Black-headed Night Monkey,2
Black-headed Sibia ssp desgodinsi,2
Black-throated Magpie-Jay,2
Blyth's Leaf Warbler ssp reguloides,2
Boat-tailed Grackle ssp westoni,2
Breadfruit,2
Brown-headed Nuthatch ssp pusilla,2
Buff-breasted Tody-Tyrant,2
Buff Striped Keelback,2
Burrowing Owl ssp floridana,2
Caatinga Parakeet,2
Cambodian Laughingthrush,2
Chestnut-crowned Warbler ssp collinsi,2
Coconut palm,2
Colombian Chachalaca,2
Common Flameback ssp intermedium,2
Crested Quail-Dove,2
Dark-eyed Junco ssp mearnsi,2
Delicate germanderwort,2
Diadem Snake,2
Eastern Black Bear,2
Eurasian Nuthatch ssp amurensis,2
Eurasian Skylark ssp harterti,2
Fiji Woodswallow,2
Gambia Agama,2
Giant leaf frogPhyllomedusa bicolor,2
Giant Nuthatch ssp magna,2
Golden Babbler ssp assimilis,2
Great Hooktail,2
Grey-breasted Prinia ssp rufula,2
Greyish Piculet,2
Himalayan Swiftlet ssp brevirostris,2
Homeyer's Grey Shrike,2
Large Niltava ssp grandis,2
Large Woodshrike ssp pelvicus,2
Least Grebe ssp brachypterus,2
Lesser Yellownape ssp simlae,2
Lutzs Poison Frog,2
Malayan Snail-eating Turtle,2
Mindanao Racket-tail,2
Mionecton Skink,2
Mottled Swift ssp aequatorialis,2
Omani Owl,2
Orange Nectar Bat,2
Painted Bunting ssp ciris,2
Pale-vented Pigeon ssp pallidicrissa,2
Paramo Seedeater,2
Pauraque ssp merrilli,2
Pellucid plait moss,2
Pied Bush Chat ssp burmanicus,2
Pilot Fish,2
Prairie Warbler ssp discolor,2
Puff-throated Babbler ssp acrum,2
Red-billed Blue Magpie ssp magnirostris,2
Red-headed Trogon ssp klossi,2
Red-necked Keelback,2
Rufous-gaped Hillstar,2
Rufous Woodpecker ssp humei,2
Rufous Woodpecker ssp williamsoni,2
Scarlet-hooded Barbet,2
Sharp-shinned Hawk ssp velox,2
Slaty Bunting,2
Smooth blind shell,2
Snail Kite ssp plumbeus,2
Sooty Babbler,2
Spectacled Parrotlet,2
Spotless Underwing,2
Spotted Palm Thrush ssp guttata,2
Steller's Jay ssp macrolopha,2
Streaked Scrub Warbler ssp buryi,2
Sumatran Wren-Babbler,2
Tawny Eagle ssp vindhiana,2
Three-toed Parrotbill,2
Wagler's Palm Viper,2
Whiskered Yuhina ssp flavicollis,2
White-browed Laughingthrush ssp comis,2
White-cheeked Turaco ssp leucotis,2
White-eyed Vireo ssp griseus,2
Wild Turkey ssp osceola,2
Wilson's Plover ssp wilsonia,2
Woodland Caribou,2
Xingu Scale-backed Antbird ssp nigrigula,2
Yellow columbine,2
28-spotted Potato Ladybird,2
Adriatic soapwort,2
African Darter ssp chantrei,2
Alpine bearberry,2
Andean Parakeet,2
Asian Barred Owlet ssp cuculoides,2
Atala,2
Auburn firedot lichen,2
Australian Masked Owl,2
Australian tobacco,2
Bald dot lichen,2
Black-browed Greenbul,2
Black Cicadabird,2
Black Drongo ssp macrocercus,2
Bladderpod,2
Blue-faced Parrotfinch ssp sanfordi,2
Blue-grey Tanager ssp nesophila,2
Blue-naped Mousebird ssp griseogularis,2
Blue Mockingbird,2
Borneo eared frog,2
Brown-backed Honeybird,2
Brown Crake ssp coccineipes,2
Cainarachi Poison Frog,2
Cardinal flower,2
Carolina Satyr,2
Carpet beret lichen,2
Catalonian barbel,2
Celandine Saxifrage,2
Common Australian Lady Beetle,2
Common Babbler ssp caudata,2
Crimson-rumped Waxbill ssp rhodopyga,2
Crimson Finch ssp phaeton,2
Cuckoo Flower (ssp. polemonioides),2
Dusky Warbler ssp fuscatus,2
Dutch Leaf-toed Gecko,2
Eastern Triangle Butterflyfish,2
Elegant Parrot ssp carteri,2
Elegant Sunbird,2
Elliptical astarte,2
Emerald Cascader,2
European Goldfinch ssp caniceps,2
European Water Vole,2
False gharial,2
Fan-tailed Raven ssp rhipidurus,2
Fork-tailed Storm Petrel,2
Fork-tailed Sunbird ssp latouchii,2
Fuertes's Parrot,2
Fungus-eating Ladybird,2
Garden Huckleberry,2
Gray reindeer lichen,2
Gredin's whitlowgrass,2
Green-fronted Lancebill,2
Hoary Verbena,2
House Swift ssp kuntzi,2
Hyacinth squill,2
Hybrid Ring-necked Duck x Common Pochard,2
Imperial Amazon,2
Indian Chevrotain,2
Italian Figwort,2
Japanese Reed Bunting ssp continentalis,2
Klug's Clearwing,2
Koepcke's Screech Owl,2
Lesser Florican,2
Lesser Millet Skipper,2
Lesser Spotted Woodpecker ssp danfordi,2
Lined Antshrike,2
Little Bee-eater ssp ocularis,2
Little Tern ssp guineae,2
Long-billed Murrelet,2
Long-tailed Parakeet ssp longicauda,2
Mamba Swordtail,2
Markham's Storm Petrel,2
Mediterranean Carrot,2
Mountain Serin,2
Mountain Serin ssp renatae,2
Orange-fronted Yellow Finch,2
Perfoliate baby's-breath,2
Prairie purple coneflower,2
Puerto Rican Flycatcher,2
Red-and-black Thrush,2
Red-ruffed Fruitcrow ssp scutatus,2
Resin spurge,2
Rinjani Scops Owl,2
Rock Whitlowgrass,2
Rufous-fronted Laughingthrush ssp rufifrons,2
Rusty-breasted Nunlet,2
Sandhill Crane ssp canadensis,2
Sangihe Shrikethrush,2
Shikra ssp dussumieri,2
Shikra ssp polyzonoides,2
Simmons' Mouse Lemur,2
Sira Tanager,2
Slaty-capped Shrike-Vireo,2
Small Sun Squirrel,2
Smooth pox lichen,2
Speckled Iceland lichen,2
Spinifex Pigeon ssp ferruginea,2
Stephan's Emerald Dove,2
Sula Megapode,2
Swinhoe's Prinia ssp striata,2
Tall wormseed mustard,2
Thuringian cinquefoil,2
Torchflower,2
Tricolored Brushfinch,2
Upland Eyebright,2
Valley Carpenter Bee,2
Variable Goshawk ssp griseogularis,2
Variegated Bristle Tyrant,2
Viviparous Sheep's-fescue,2
Wagner's Steppe Brown,2
Wallacean Drongo,2
West African Seedeater,2
White's Thrush ssp toratugumi,2
White-bellied Pygmy Tyrant,2
White-margin spurge,2
White-rumped Munia ssp swinhoei,2
White-shouldered Fire-eye,2
Whitish Dwarf Squirrel,2
Wig knapweed,2
Wild indigo,2
Yellow-breasted Barbet ssp margaritatus,2
Yellow-rumped Thornbill ssp chrysorrhoa,2
Yellow-vented Bulbul ssp gourdini,2
Adolf Friedrichs's Angolan Colobus,2
African Green Pigeon ssp gibberifrons,2
Alexandrine Parakeet ssp siamensis,2
American Kestrel ssp peruvianus,2
Arctic bellflower,2
Asian Brown Flycatcher ssp dauurica,2
Asian Leaf Turtle,2
Baked-bean ascidian,2
Barred Rail ssp torquatus,2
Black-throated Laughingthrush ssp lochmius,2
Black Phoebe ssp angustirostris,2
Blue-necked Keelback,2
Blue-necked Tanager ssp cyanicollis,2
Borneo Forest Dragon,2
Bovid (Redunca) unknown,2
Bride's bonnet,2
Chain Swordtail,2
Chinspot Batis ssp molitor,2
Common Chaffinch ssp syriaca,2
Common polydora,2
Common Puerto Rican Ameiva,2
Cotton Pygmy Goose ssp albipennis,2
Crimson-backed Tanager ssp dimidiatus,2
Dwarf Russian almond,2
Eastern pasqueflower,2
Equatorial Saki,2
Familiar Chat ssp actuosa,2
Familiar Chat ssp hellmayri,2
Fringeless Nomad Bee,2
Garden Emerald,2
Gold-bordered Hairstreak,2
Goldcrest ssp japonensis,2
Great Slaty Woodpecker ssp pulverulentus,2
Grey-headed Tanager ssp cristata,2
Grey Partridge ssp hispaniensis,2
Himalayan Cutia ssp cervinicrissa,2
Hooker's-fleabane,2
House Wren ssp audax,2
Lapethos Ophrys,2
Lesser Sand Plover ssp mongolus,2
Lesser Short-toed Lark ssp heinei,2
Little Woodswallow ssp derbyi,2
Littoral Whiptail-skink,2
Luzon Water Redstart,2
Mangrove Golden Whistler ssp melanura,2
Masked Finch ssp personata,2
Meadow Bunting ssp weigoldi,2
Morocco Wall Gecko,2
North Pacific Right Whale,2
Northern Fantail ssp isura,2
Northern Jacob's-ladder,2
Northern Yellow-cress,2
Olive-backed Oriole ssp affinis,2
Olive-spotted Hummingbird,2
Olive Ibis ssp akeleyorum,2
Painted Bat,2
Palawan Flycatcher,2
Pale-eyed Thrush,2
Paltry Tyrannulet,2
Philippine Eagle-Owl ssp philippensis,2
Przevalski's Finch,2
Red-necked Nightjar ssp ruficollis,2
Red-rumped Swallow ssp japonica,2
Red-spotted Lizard,2
Rock Sparrow ssp puteicola,2
Rufous-tailed Jungle Flycatcher ssp samarensis,2
Rufous-winged Tanager ssp cara,2
Rufous Treepie ssp sakeratensis,2
Society garlic,2
Southern Brown Bandicoot,2
Southern Rough-winged Swallow ssp uropygialis,2
Southern Tree Agama,2
Spotted-stalked Tree-mallow,2
Spotted seabass,2
Spotted Towhee ssp curtatus,2
Standing's Day Gecko,2
Sterlet,2
Stork-billed Kingfisher ssp burmanica,2
Tacazze Sunbird ssp jacksoni,2
Taita White-eye,2
Tibetan Antelope,2
Upright primrose,2
Waterlily aphid,2
Western Blacktail,2
White-bellied Woodpecker ssp javensis,2
White-crowned Sparrow ssp leucophrys,2
White-fronted Tyrannulet ssp leucogonys,2
White arctic whitlowgrass,2
Wrinkled Hornbill ssp rugosus,2
African Goshawk ssp pembaensis,2
American Robin ssp achrusterus,2
Andaman Bulbul,2
Argolian Bee-orchid,2
Beautiful peat moss,2
Black-and-yellow Tanager ssp titanota,2
Blue-eyed Sailor,2
Blue Bunting,2
Chin Hills Wren-Babbler,2
Cinnamon-bellied Flowerpiercer,2
Cinnamon Screech Owl,2
Common Ground Dove ssp nigrirostris,2
Coppery Metaltail,2
Crane Hawk ssp nigra,2
Crested Partridge,2
Dirty-blue Satyr,2
Giant Emperor,2
Giant Rat,2
Gold Spotted Sylph,2
Greater Blue-eared Starling ssp chalybaeus,2
Greater Rhea ssp americana,2
Greater Rhea ssp araneipes,2
Grey-breasted Spiderhunter ssp modesta,2
Grey Bronzeback,2
Himalayan White-browed Rosefinch ssp thura,2
Hooded Visorbearer,2
Hybrid Greater White-fronted Goose x Red-breasted Goose,2
Hybrid Greylag Goose x Snow Goose,2
Indian rubbervine,2
Indian Sand Boa,2
Intermediate Waterwort,2
Jamaican Woodpecker,2
Japanese jasmine,2
Kimberley Pipit,2
Lacrimose Mountain Tanager ssp olivaceiceps,2
Lear's Macaw,2
Lemonbush,2
Libyan Blue Tit,2
Little Minivet,2
Long-tailed Parakeet ssp tytleri,2
Long-whiskered Owlet,2
Manchurian Reed Warbler,2
Mangrove Vireo,2
Mayotte Sunbird,2
Orange-headed Thrush ssp aurata,2
Orange fig horny sponge,2
Oriental Dwarf Kingfisher ssp erithaca,2
Pale Tortoise Beetle,2
Pectoral Antwren,2
Pharaoh ant,2
Pink-spotted Cattleheart,2
Pygmy Falcon ssp castanonotus,2
Pyrenean Desman,2
Quailfinch ssp ansorgei,2
Red-backed Buttonquail ssp floresianus,2
Red-breasted Parakeet ssp abbotti,2
Red-capped Crombec,2
Red-keeled Flowerpecker,2
Rufous-collared Sparrow ssp matutina,2
Rufous-tailed Flycatcher,2
Scarce Heath,2
Scarlet Minivet ssp andamanensis,2
Senegalese grasshopper,2
Seven-colored Tanager,2
Sharp-tailed Ibis,2
Small ballmoss,2
Social Flycatcher ssp columbianus,2
Southern Brown Kiwi ssp australis,2
Spangled Drongo ssp bracteatus,2
Spotted Scrubwren ssp mellori,2
Stork-billed Kingfisher ssp osmastoni,2
Striated Heron ssp spodiogaster,2
Striolated Manakin,2
Twig Snake,2
Unidentified Burrowing bug,2
Wagler's Toucanet,2
White-headed Starling ssp andamanensis,2
White-rumped Babbler ssp omoensis,2
Wood betony,2
Yellow Ononis,2
African Marigold,2
Amethyst Woodstar,2
Asian House Martin ssp dasypus,2
Aztec clover,2
Baleen Whale unknown,2
Bananaquit ssp portoricensis,2
Birdwrasse,2
Black-throated Loon ssp viridigularis,2
Blackpatch Triggerfish,2
Bristled Grassbird,2
Broad-leaved Chervil,2
Brown-headed Cowbird ssp obscurus,2
Chocolate chip sea star,2
Colubrine Sea Krait,2
Common Ground Dove ssp portoricensis,2
Cottian Alpine Bush-cricket,2
Cottian Toothed Grasshopper,2
Cretan Band-winged Grasshopper,2
Crimson-collared Tanager ssp apricus,2
Dwarf hawkfish,2
Emerald Aguna,2
Eurasian Magpie ssp camtschatica,2
False hellebore,2
Fasciated Tiger Heron ssp fasciatum,2
Fire Dartfish,2
Flame-breasted Sunbird ssp solaris,2
Gerstaecker's Monkshood Bumblebee,2
Great-tailed Grackle ssp mexicanus,2
Great Blue Heron ssp fannini,2
Hairy Bindweed,2
Hairy sea-squirt,2
Javan Flameback,2
Leach's Storm Petrel ssp leucorhoa,2
Lesser Rhea ssp garleppi,2
Little Ground Tyrant,2
Long-tailed Tyrant ssp leuconota,2
Mackay's Heath,2
Mangrove Warbler ssp xanthotera,2
Mascarene Swiftlet,2
Meyer's Parrot ssp damarensis,2
Moon-leaved pincerwort,2
Northern Fur Seal,2
Northern Raven ssp kamtschaticus,2
Pacific-slope Flycatcher ssp difficilis,2
Pale Prinia,2
Rufous Fieldwren ssp campestris,2
Rusty Desert Monitor,2
Saddle Butterflyfish,2
Sawtoothed grain beetle,2
Shining Honeycreeper ssp isthmicus,2
Slatey-grey Snake,2
Teardrop butterflyfish,2
Tenggara Swiftlet ssp sumbae,2
Thin-leaved Sunflower,2
Transylvanian Mountain Grasshopper,2
Trent Double-stripe,2
Tricolored Grebe ssp tricolor,2
Tristan Thrush ssp eremita,2
Tristan Thrush ssp procax,2
Upland Cotton,2
Variegated Squirrel ssp atrirufus,2
Versicolored Emerald,2
Western Pygmy Blue,2
White-clawed Crayfish,2
White-tailed Sabrewing,2
Woolly Milkvetch,2
Yellow-shouldered Grassquit,2
Zebra turkeyfish,2
Andaman Green Pigeon,2
Andaman Wood Pigeon,2
Blackthorn Mining Bee,2
Brown Froglet,2
Brown Tree Frog,2
Canivet's Emerald,2
Caribbean reef shark,2
Centralian Bluetongue,2
Coleto,2
Colombian Four-eyed Frog,2
CuraÃ§ao Island Snake,2
Curacao whiptail Lizard,2
Dagschone,2
Domestic Guinea Pig,2
Eastern Bordered Straw,2
Escalera's Mouse-eared Bat,2
Giant Tortoise,2
Grey Kingbird ssp vorax,2
Hairy Rock-rose,2
Hybrid Northern Pintail x Common Teal,2
Indian Spotted Creeper,2
Kiwi,2
Large Indian Civet,2
Laysan Duck,2
Lesser Prairie Chicken,2
Luzon Sunbird,2
Merlin ssp pallidus,2
Orange Bullfinch,2
Sickle-fruited Fenugreek,2
Strawberry-pear,2
Sunda Bulbul,2
The Engrailed,2
Tricolored Parrotfinch,2
Voluminous Erysimum,2
White-tailed Prairie Dog,2
Yellow Longbill,2
Acidic pepper-spore lichen,2
African Bullfrog,2
Alfred manta,2
Allison's Anole,2
Allodapine Bee,2
Alpine apricot,2
American Aspen,2
Asian Koel ssp chinensis,2
Atlas moth,2
Baracoa Skipper,2
Barje sculpin,2
Black Collar,2
Blackspot snapper,2
Blue-throated Sapphire,2
Blue spot pansy,2
Brown-crowned Tchagra ssp emini,2
Brown alder case-bearer,2
Brown Cat Snake,2
Brown comber,2
Caribbean Cracker,2
Chilean devil ray,2
Chinese Soft-shelled Turtle,2
Chotoy Spinetail,2
Common Keelback,2
Connecticut Warbler,2
Crapemyrtle,2
Crested Coua ssp dumonti,2
Crested Pigeon ssp whitlocki,2
Cuban tree frog,2
Desert trumpet,2
Eastern Bandy-bandy,2
Eastern Lesser Spot-nosed Monkey,2
Garnet Glider,2
Golden Flutterer,2
Graf Frog,2
Green-ribbed Sedge,2
Honeycomb moray,2
Horned Guan,2
Hybrid Dusky Thrush x Naumann's Thrush,2
Hybrid Eurasian Coot x Common Moorhen,2
Hybrid Eurasian Coot x Red-knobbed Coot,2
Israeli Ophrys,2
Japanese Four-lined Rat Snake,2
Jerdon's Babbler ssp griseigulare,2
Jumping Pit Viper,2
Kikuyu grass,2
King's Skink,2
Leaf-tailed Gecko,2
Little Green Sunbird,2
Macedonian Crested Newt,2
Magnificent Sunbird,2
Matschie's Dwarf Chameleon,2
Merrem's Madagascar Swift,2
Mexican Whip-poor-will ssp arizonae,2
Monkshood Dropwing,2
Mountain Chickadee ssp inyoensis,2
Namib Rock Agama,2
Northern Silvery Kingfisher,2
Painted Bush Quail,2
Pallas's Tube-nosed Fruit Bat,2
Pure-banded Dartwhite,2
Purpleheart,2
Radiant Skipper,2
Red-billed Curassow,2
Red-capped Lark ssp williamsi,2
Red-throated Tit,2
Rose-bellied Bunting,2
Rufous Hawk-Cuckoo,2
Samar Hornbill,2
Santarem Parakeet,2
Sapgreen stream frog,2
Serrated Casquehead Iguana,2
Sharp-tailed Streamcreeper,2
Slaty-backed Thornbill,2
Small-flowered woodland-star,2
Southern Grosbeak-Canary,2
Southern Water Snake,2
Spiny false fiddleleaf,2
Striated Heron ssp actophila,2
Striped mullet,2
Waved Carpet,2
Western Woodhaunter,2
White-footed Sportive Lemur,2
White Monkey,2
Whitewoolly twintip,2
Yellow-lored Tody-Flycatcher,2
Yellow-shouldered Blackbird,2
Yerba-mansa,2
Yucatan Flycatcher,2
Andean White-tailed Deer,2
Black-and-white Damsel,2
Brimstone Clubtail,2
Canada Whiteface,2
Cassin's Vireo,2
Catworm,2
Crambe,2
Delicate Emerald,2
Disjunct Scrub Hairstreak,2
Finch unknown,2
Forest Chaser,2
Gippsland water dragon,2
Hybrid Northern Shoveler x Gadwall,2
Kalahari Springbok,2
Kauai Mountain Damselfly,2
Norfolk Skullcap,2
Orange-sided Threadtail,2
Pearl Crescent,2
Pearl toby,2
Prairie Bluet,2
Red-chested Buttonquail,2
Reddish Scops Owl,2
Regal Pond Cruiser,2
Ringed Boghaunter,2
Scarlet Kauai Damselfly,2
Sepia Baskettail,2
Silvery-flanked Antwren,2
Sioux Snaketail,2
Slender Stonewort,2
Spotted Paca,2
St. Croix Snaketail,2
Starry Sturgeon,2
Tawny-breasted Honeyeater,2
Tezpi Dancer,2
Westfall's Clubtail,2
Yellow-footed Honeyguide,2
Yellow-vented Flowerpecker,2
Acacia Sprite,2
Alpine Accentor ssp tibetana,2
American Plane,2
Andean Saddle-back Tamarin,2
Antillean Short-eared Owl,2
Arctic roughmya,2
Ashy-throated Parrotbill,2
Assegaai Sprite,2
Austrian sage,2
BÃ¶hm's Flycatcher,2
Bearded Woodpecker ssp coalescens,2
Beautiful Gothic,2
BellÂ’s Hingeback Tortoise,2
Bog Hawker (ssp. elisabethae),2
Central American Cacomistle,2
Common Genet ssp senegalensis,2
Crested Kingfisher ssp guttulata,2
Crimson-breasted Woodpecker ssp pernyii,2
Dusky Blue,2
Eared Dove ssp chrysauchenia,2
Eastern lubber grasshopper,2
European Snow Vole,2
Ferruginous Antbird,2
Florida Gopher Tortoise,2
Gaudy sphinx,2
Glossy Black Cockatoo ssp lathami,2
Golden Flangetail,2
Graphic Flutterer,2
Green Climbing Toad,2
Grey-collared Becard,2
Grey-hooded Parrotbill ssp zappeyi,2
Guinean puffer,2
Horned Lark ssp khamensis,2
Hybrid Collared Flycatcher x European Pied Flycatcher,2
Hybrid Ross's Goose x Lesser White-fronted Goose,2
Large-flower hop clover,2
Late Cotoneaster,2
Least Furrow Bee,2
Least Seedsnipe ssp cuneicauda,2
Little Wisp,2
Longspined bullhead,2
Madeira rockfish,2
Mourning Collared Dove ssp ambigua,2
Northern Mountain Cacique,2
Pale Chanting Goshawk ssp argentior,2
Patagonian Tyrant,2
Patton's Tiger,2
Peruvian Wren,2
Pinhey's Wisp,2
Pot-bellied Pig,2
Prophet-flower,2
Queen Malachite,2
Red-fronted Rosefinch ssp longirostris,2
River Dropwing,2
Robust Skimmer,2
Rock cook,2
Sapphire Bluet,2
Scaly-breasted Hummingbird,2
Scarce brown midget,2
Scarlet Minivet ssp fohkiensis,2
Short-eared Brushtail Possum,2
Short-tailed Field Tyrant,2
Sitka Black-tailed Deer,2
Stemmale Skimmer,2
Sudan Sprite,2
Trilling Tailorbird,2
Tschudi's Nightjar,2
Twin-headed Clover,2
Umsingazi Sprite,2
Vaillantâ€™s Frog,2
Violet sea urchin,2
Virginal Spreadwing,2
Water Pipit ssp blakistoni,2
Western Bushbuck,2
White-ringed Flycatcher,2
White Malachite,2
Yellow Presba,2
Yellow thistle,2
Aruba Island Rattlesnake,2
Black-capped Babbler,2
Black-crested Bulbul ssp vantynei,2
Burbage Mining Bee,2
Calabrian Green Bush-cricket,2
Chilean swallow,2
Clovenlip toadflax,2
Columbia tiger lily,2
Dagua Thrush,2
European Goldfinch ssp paropanisi,2
Fountainplant,2
Fragaria x Comarum hybrids,2
Geoffroy's Blood Bee,2
Great Grebe ssp navasi,2
Greenleaf worm,2
Hinoki Cypress,2
Jewel anemone,2
Keds,2
Livebearing nemertean,2
Northern Marsh Orchid (var. cambrensis),2
Orange-clubbed sea slug,2
Pale-eyed Pygmy Tyrant,2
Pink doris,2
Pink sea-fan,2
Plain-capped Starthroat,2
Plumed hydroid,2
Prostrate false pimpernel,2
Purple Iris,2
Red-rumped Swallow ssp kumboensis,2
Robinson's Mouse Opossum,2
Rose Clover,2
Small red scorpionfish,2
Speckled Piculet ssp malayorum,2
Tall Jacob's-ladder,2
Taveuni Silktail,2
Tropical soda apple,2
Western Spotted Skunk,2
White-rumped Swiftlet ssp assimilis,2
Yellow-billed Nuthatch,2
Yellow-rimmed Ophrys,2
Yellow Chat ssp macgregori,2
Zwaardherik s.s.,2
Black-backed Bittern,2
Black-breasted Puffleg,2
Black Currawong ssp fuliginosa,2
Black Guillemot ssp grylle,2
Canada Jay ssp capitalis,2
Chestnut-backed Chickadee ssp rufescens,2
Desert Swallowtail,2
Dusky Robin ssp vittata,2
Eastern Grass Owl,2
Fawn-breasted Bowerbird,2
Field hornwort,2
Horned Lark ssp alpina,2
Hybrid Barnacle Goose x Ross's Goose,2
Long-tailed Sylph ssp smaragdinus,2
Olive-faced Flatbill,2
Pacific Wren ssp pacificus,2
Philippine Honey Buzzard,2
Pygmyflower rock jasmine,2
Ring-tailed Vontsira ssp dambrensis,2
Rufous-crowned Emu-wren,2
Smooth Slater,2
Swinhoe's Rail,2
Tawny-crowned Greenlet,2
White-throated Spadebill,2
Alpine Accentor ssp nipalensis,2
Arabian monocle bream,2
Aron's blenny,2
Banded Demoiselle (ssp. splendens),2
Black blow fly,2
Channel Catfish,2
Delicate fern moss,2
Drumstick primula,2
False stonefish,2
Five-lined cardinalfish,2
Fourline wrasse,2
Goldband fusilier,2
Gray Mock-Orange,2
Grey-backed Shrike ssp lahulensis,2
Harlequin snake eel,2
Hybrid Hottentot Teal x Silver Teal,2
Indian mackerel,2
Javan Sunbird,2
Karamoja Apalis,2
Lesser mealworm,2
Little Wattlebird ssp halmaturina,2
Long-tailed Skipper,2
Net fire coral,2
New Holland Honeyeater ssp campbelli,2
New Holland Honeyeater ssp canescens,2
Orangelined cardinalfish,2
Orangespotted trevally,2
Orchid dottyback,2
Painted frogfish,2
Pale-tailed Canastero,2
Pale bristle moss,2
Panther electric ray,2
Peruvian Meadowlark ssp albipes,2
Poison goby,2
Rarotonga Starling,2
Red-backed Hawk,2
Red-breasted Swallow ssp gordoni,2
Rufous-naped Ground Tyrant ssp occipitalis,2
Short-tailed Grasswren,2
Simple Checkerspot,2
Smoothheaded unicornfish,2
Spotted guitarfish,2
Starling unknown,2
Starry Night Cracker,2
Starry toadfish,2
Striated fusilier,2
Variegated lizardfish,2
Virginia Carpenter Bee,2
Yellow-bellied Flycatcher,2
Yellow and blue seaperch,2
Yellowstriped cardinalfish,2
African Joker,2
Ashy Prinia ssp socialis,2
Bengal Florican ssp blandini,2
Brown Hawk-Owl ssp hirsuta,2
Bryerâ€™s Nut Crab,2
Callery pear,2
Christmas Boobook,2
Christmas White-eye,2
Clustered rock moss,2
Golden Tanager ssp aequatorialis,2
Haddock,2
Jungle Owlet ssp malabaricum,2
Madagascan Cuckooshrike ssp cinereus,2
Malagasy White-eye ssp maderaspatanus,2
Olive Bee-eater ssp superciliosus,2
Pale bugloss subsp. biebersteinii,2
Red-whiskered Bulbul ssp fuscicaudatus,2
Sakalava Weaver ssp minor,2
Small Dark Yellow Underwing,2
Tomato Frog,2
White-crested Helmetshrike ssp talacoma,2
White Eared Pheasant,2
Alaska Moose,2
Ancient Murrelet ssp antiquus,2
Ash Bark Beetle,2
Baboon unknown,2
Badger (Meles) unknown,2
Banana Pipistrelle,2
Barred Eagle-Owl ssp strepitans,2
Bearded Woodpecker ssp namaquus,2
Black-headed Weaver ssp dimidiatus,2
Black-lored Babbler ssp sharpei,2
Black-necked Weaver ssp nigricollis,2
Black-throated Canary ssp atrogularis,2
Black Millipede,2
Black Scrub Robin ssp melanoptera,2
Brackish-water corbula,2
Brimstone Canary ssp sharpii,2
Brown-capped Pygmy Woodpecker ssp cinereigula,2
Brown Fish Owl ssp orientalis,2
Brown Hawk-Owl ssp burmanica,2
Buettikofer's Epauletted Fruit Bat,2
Canada Jay ssp pacificus,2
Canary Island broom,2
Cauliflower,2
Chilean Mockingbird,2
Chilean Seaside Cinclodes,2
Cinnamon-banded Kingfisher,2
Coal Tit ssp michalowskii,2
Common Potoo ssp griseus,2
Convict cichlid,2
Cream-spotted Tigerwing,2
Curlew spec,2
Dark Honeybee,2
Devil's-backbone,2
Double-toothed Barbet ssp aequatorialis,2
Flea beetle unknown,2
Fly unknown,2
Geelvink Pygmy Parrot ssp misoriensis,2
Golden-throated Barbet ssp minor,2
Great Thrush ssp gigantodes,2
Great Woodswallow,2
